county,precinct,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
Carter,D103,State House,96,Patrick FLANNERY,REP,284,192,11,,81,,,
Carter,D103,State House,96,Under Votes,,74,44,4,,26,,,
Carter,D103,State House,96,Over Votes,,0,0,0,,0,,,
Carter,D104,President,,Donald J. TRUMP,REP,246,201,9,,36,,,
Carter,D104,President,,Kamala D. HARRIS,DEM,64,41,13,,10,,,
Carter,D104,President,,Jill STEIN,KY,0,0,0,,0,,,
Carter,D104,President,,Robert F. KENNEDY JR.,IND,3,3,0,,0,,,
Carter,D104,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Carter,D104,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Carter,D104,President,,Andre McNeil and Roschelle McNeil,,0,0,0,,0,,,
Carter,D104,President,,Write-ins,,0,0,0,,0,,,
Carter,D104,President,,Under Votes,,2,2,0,,0,,,
Carter,D104,President,,Over Votes,,1,1,0,,0,,,
Carter,D104,U.S. House,5,Hal ROGERS,REP,253,203,14,,36,,,
Carter,D104,U.S. House,5,Under Votes,,63,45,8,,10,,,
Carter,D104,U.S. House,5,Over Votes,,0,0,0,,0,,,
Carter,D104,State House,96,Patrick FLANNERY,REP,263,212,13,,38,,,
Carter,D104,State House,96,Under Votes,,53,36,9,,8,,,
Carter,D104,State House,96,Over Votes,,0,0,0,,0,,,
Carter,D105,President,,Donald J. TRUMP,REP,114,93,6,,15,,,
Carter,D105,President,,Kamala D. HARRIS,DEM,38,33,4,,1,,,
Carter,D105,President,,Jill STEIN,KY,0,0,0,,0,,,
Carter,D105,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Carter,D105,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Carter,D105,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Carter,D105,President,,Andre McNeil and Roschelle McNeil,,0,0,0,,0,,,
Carter,D105,President,,Write-ins,,0,0,0,,0,,,
Carter,D105,President,,Under Votes,,0,0,0,,0,,,
Carter,D105,President,,Over Votes,,0,0,0,,0,,,
Carter,D105,U.S. House,5,Hal ROGERS,REP,116,94,7,,15,,,
Carter,D105,U.S. House,5,Under Votes,,37,33,3,,1,,,
Carter,D105,U.S. House,5,Over Votes,,0,0,0,,0,,,
Carter,D105,State House,96,Patrick FLANNERY,REP,119,97,7,,15,,,
Carter,D105,State House,96,Under Votes,,34,30,3,,1,,,
Carter,D105,State House,96,Over Votes,,0,0,0,,0,,,
Carter,D106,President,,Donald J. TRUMP,REP,283,190,11,,82,,,
Carter,D106,President,,Kamala D. HARRIS,DEM,69,39,10,,20,,,
Carter,D106,President,,Jill STEIN,KY,1,1,0,,0,,,
Carter,D106,President,,Robert F. KENNEDY JR.,IND,3,3,0,,0,,,
Carter,D106,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Carter,D106,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Carter,D106,President,,Andre McNeil and Roschelle McNeil,,0,0,0,,0,,,
Carter,D106,President,,Write-ins,,0,0,0,,0,,,
Carter,D106,President,,Under Votes,,7,5,1,,1,,,
Carter,D106,President,,Over Votes,,0,0,0,,0,,,
Carter,D106,U.S. House,5,Hal ROGERS,REP,287,192,12,,83,,,
Carter,D106,U.S. House,5,Under Votes,,76,46,10,,20,,,
Carter,D106,U.S. House,5,Over Votes,,0,0,0,,0,,,
Carter,D106,State House,96,Patrick FLANNERY,REP,284,190,12,,82,,,
Carter,D106,State House,96,Under Votes,,79,48,10,,21,,,
Carter,D106,State House,96,Over Votes,,0,0,0,,0,,,
Carter,D107,President,,Donald J. TRUMP,REP,316,265,6,,45,,,
Carter,D107,President,,Kamala D. HARRIS,DEM,81,68,4,,9,,,
Carter,D107,President,,Jill STEIN,KY,2,1,0,,1,,,
Carter,D107,President,,Robert F. KENNEDY JR.,IND,4,4,0,,0,,,
Carter,D107,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Carter,D107,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Carter,D107,President,,Andre McNeil and Roschelle McNeil,,0,0,0,,0,,,
Carter,D107,President,,Write-ins,,0,0,0,,0,,,
Carter,D107,President,,Under Votes,,4,4,0,,0,,,
Carter,D107,President,,Over Votes,,4,4,0,,0,,,
Carter,D107,U.S. House,5,Hal ROGERS,REP,325,269,6,,50,,,
Carter,D107,U.S. House,5,Under Votes,,86,77,4,,5,,,
Carter,D107,U.S. House,5,Over Votes,,0,0,0,,0,,,
Carter,D107,State House,96,Patrick FLANNERY,REP,331,276,6,,49,,,
Carter,D107,State House,96,Under Votes,,80,70,4,,6,,,
Carter,D107,State House,96,Over Votes,,0,0,0,,0,,,
Carter,E101,President,,Donald J. TRUMP,REP,403,287,12,,104,,,
Carter,E101,President,,Kamala D. HARRIS,DEM,106,65,7,,34,,,
Carter,E101,President,,Jill STEIN,KY,0,0,0,,0,,,
Carter,E101,President,,Robert F. KENNEDY JR.,IND,2,2,0,,0,,,
Carter,E101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Carter,E101,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Carter,E101,President,,Andre McNeil and Roschelle McNeil,,0,0,0,,0,,,
Carter,E101,President,,Write-ins,,0,0,0,,0,,,
Carter,E101,President,,Under Votes,,5,2,0,,3,,,
Carter,E101,President,,Over Votes,,0,0,0,,0,,,
Carter,E101,U.S. House,5,Hal ROGERS,REP,411,287,15,,109,,,
Carter,E101,U.S. House,5,Under Votes,,106,70,4,,32,,,
Carter,E101,U.S. House,5,Over Votes,,0,0,0,,0,,,
Carter,E101,State House,96,Patrick FLANNERY,REP,428,300,14,,114,,,
Carter,E101,State House,96,Under Votes,,89,57,5,,27,,,
Carter,E101,State House,96,Over Votes,,0,0,0,,0,,,
Carter,E102,President,,Donald J. TRUMP,REP,405,304,12,,89,,,
Carter,E102,President,,Kamala D. HARRIS,DEM,84,68,7,,9,,,
Carter,E102,President,,Jill STEIN,KY,0,0,0,,0,,,
Carter,E102,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Carter,E102,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Carter,E102,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Carter,E102,President,,Andre McNeil and Roschelle McNeil,,0,0,0,,0,,,
Carter,E102,President,,Write-ins,,0,0,0,,0,,,
Carter,E102,President,,Under Votes,,3,3,0,,0,,,
Carter,E102,President,,Over Votes,,1,1,0,,0,,,
Carter,E102,U.S. House,4,Thomas MASSIE,REP,400,301,11,,88,,,
Carter,E102,U.S. House,4,Write-ins,,0,0,0,,0,,,
Carter,E102,U.S. House,4,Under Votes,,94,76,8,,10,,,
Carter,E102,U.S. House,4,Over Votes,,1,1,0,,0,,,
Carter,E102,State House,96,Patrick FLANNERY,REP,408,311,11,,86,,,
Carter,E102,State House,96,Under Votes,,87,67,8,,12,,,
Carter,E102,State House,96,Over Votes,,0,0,0,,0,,,
Carter,E103,President,,Donald J. TRUMP,REP,355,205,15,,135,,,
Carter,E103,President,,Kamala D. HARRIS,DEM,85,56,1,,28,,,
Carter,E103,President,,Jill STEIN,KY,0,0,0,,0,,,
Carter,E103,President,,Robert F. KENNEDY JR.,IND,4,3,0,,1,,,
Carter,E103,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Carter,E103,President,,Chase OLIVER,LIB,3,2,0,,1,,,
Carter,E103,President,,Andre McNeil and Roschelle McNeil,,0,0,0,,0,,,
Carter,E103,President,,Write-ins,,0,0,0,,0,,,
Carter,E103,President,,Under Votes,,4,2,0,,2,,,
Carter,E103,President,,Over Votes,,0,0,0,,0,,,
Carter,E103,U.S. House,5,Hal ROGERS,REP,366,208,15,,143,,,
Carter,E103,U.S. House,5,Under Votes,,84,59,1,,24,,,
Carter,E103,U.S. House,5,Over Votes,,1,1,0,,0,,,
Carter,E103,State House,96,Patrick FLANNERY,REP,371,217,15,,139,,,
Carter,E103,State House,96,Under Votes,,80,51,1,,28,,,
Carter,E103,State House,96,Over Votes,,0,0,0,,0,,,
Carter,E104,President,,Donald J. TRUMP,REP,276,143,5,,128,,,
Carter,E104,President,,Kamala D. HARRIS,DEM,37,13,2,,22,,,
Carter,E104,President,,Jill STEIN,KY,1,1,0,,0,,,
Carter,E104,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Carter,E104,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Carter,E104,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Carter,E104,President,,Andre McNeil and Roschelle McNeil,,0,0,0,,0,,,
Carter,E104,President,,Write-ins,,0,0,0,,0,,,
Carter,E104,President,,Under Votes,,1,0,0,,1,,,
Carter,E104,President,,Over Votes,,0,0,0,,0,,,
Carter,E104,U.S. House,4,Thomas MASSIE,REP,279,149,5,,125,,,
Carter,E104,U.S. House,4,Write-ins,,0,0,0,,0,,,
Carter,E104,U.S. House,4,Under Votes,,37,9,2,,26,,,
Carter,E104,U.S. House,4,Over Votes,,0,0,0,,0,,,
Carter,E104,State House,96,Patrick FLANNERY,REP,283,149,5,,129,,,
Carter,E104,State House,96,Under Votes,,33,9,2,,22,,,
Carter,E104,State House,96,Over Votes,,0,0,0,,0,,,
Carter,E105,President,,Donald J. TRUMP,REP,280,208,14,,58,,,
Carter,E105,President,,Kamala D. HARRIS,DEM,60,35,5,,20,,,
Carter,E105,President,,Jill STEIN,KY,0,0,0,,0,,,
Carter,E105,President,,Robert F. KENNEDY JR.,IND,0,0,0,,0,,,
Carter,E105,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Carter,E105,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Carter,E105,President,,Andre McNeil and Roschelle McNeil,,0,0,0,,0,,,
Carter,E105,President,,Write-ins,,0,0,0,,0,,,
Carter,E105,President,,Under Votes,,1,0,0,,1,,,
Carter,E105,President,,Over Votes,,0,0,0,,0,,,
Carter,E105,U.S. House,4,Thomas MASSIE,REP,281,204,16,,61,,,
Carter,E105,U.S. House,4,Write-ins,,0,0,0,,0,,,
Carter,E105,U.S. House,4,Under Votes,,61,40,3,,18,,,
Carter,E105,U.S. House,4,Over Votes,,0,0,0,,0,,,
Carter,E105,State House,96,Patrick FLANNERY,REP,279,202,16,,61,,,
Carter,E105,State House,96,Under Votes,,63,42,3,,18,,,
Carter,E105,State House,96,Over Votes,,0,0,0,,0,,,
Carter,E106,President,,Donald J. TRUMP,REP,287,280,7,,0,,,
Carter,E106,President,,Kamala D. HARRIS,DEM,52,45,7,,0,,,
Carter,E106,President,,Jill STEIN,KY,0,0,0,,0,,,
Carter,E106,President,,Robert F. KENNEDY JR.,IND,4,4,0,,0,,,
Carter,E106,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Carter,E106,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Carter,E106,President,,Andre McNeil and Roschelle McNeil,,0,0,0,,0,,,
Carter,E106,President,,Write-ins,,0,0,0,,0,,,
Carter,E106,President,,Under Votes,,3,2,1,,0,,,
Carter,E106,President,,Over Votes,,0,0,0,,0,,,
Carter,E106,U.S. House,5,Hal ROGERS,REP,295,286,9,,0,,,
Carter,E106,U.S. House,5,Under Votes,,52,46,6,,0,,,
Carter,E106,U.S. House,5,Over Votes,,0,0,0,,0,,,
Carter,E106,State House,96,Patrick FLANNERY,REP,293,284,9,,0,,,
Carter,E106,State House,96,Under Votes,,54,48,6,,0,,,
Carter,E106,State House,96,Over Votes,,0,0,0,,0,,,
Green,A101,President,,Donald J. TRUMP,REP,596,365,44,,187,,,
Green,A101,President,,Kamala D. HARRIS,DEM,162,93,18,,51,,,
Green,A101,President,,Jill STEIN,KY,1,0,0,,1,,,
Green,A101,President,,Robert F. KENNEDY JR.,IND,6,4,1,,1,,,
Green,A101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Green,A101,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Green,A101,President,,Under Votes,,7,5,1,,1,,,
Green,A101,President,,Over Votes,,0,0,0,,0,,,
Green,A101,U.S. House,2,S. Brett GUTHRIE,REP,599,361,51,,187,,,
Green,A101,U.S. House,2,Hank LINDERMAN,DEM,140,90,11,,39,,,
Green,A101,U.S. House,2,Under Votes,,32,16,2,,14,,,
Green,A101,U.S. House,2,Over Votes,,1,0,0,,1,,,
Green,A101,State Senate,9,David P. GIVENS,REP,649,389,55,,205,,,
Green,A101,State Senate,9,Karen M. PENNINGTON,DEM,107,67,9,,31,,,
Green,A101,State Senate,9,Under Votes,,16,11,0,,5,,,
Green,A101,State Senate,9,Over Votes,,0,0,0,,0,,,
Green,A101,State House,24,Ryan BIVENS,REP,589,354,49,,186,,,
Green,A101,State House,24,Johnny PENNINGTON,DEM,146,93,13,,40,,,
Green,A101,State House,24,Under Votes,,37,20,2,,15,,,
Green,A101,State House,24,Over Votes,,0,0,0,,0,,,
Green,A102,President,,Donald J. TRUMP,REP,155,81,15,,59,,,
Green,A102,President,,Kamala D. HARRIS,DEM,44,26,8,,10,,,
Green,A102,President,,Jill STEIN,KY,0,0,0,,0,,,
Green,A102,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Green,A102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Green,A102,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Green,A102,President,,Under Votes,,1,0,0,,1,,,
Green,A102,President,,Over Votes,,1,1,0,,0,,,
Green,A102,U.S. House,2,S. Brett GUTHRIE,REP,163,86,17,,60,,,
Green,A102,U.S. House,2,Hank LINDERMAN,DEM,34,20,6,,8,,,
Green,A102,U.S. House,2,Under Votes,,5,3,0,,2,,,
Green,A102,U.S. House,2,Over Votes,,0,0,0,,0,,,
Green,A102,State Senate,9,David P. GIVENS,REP,177,95,19,,63,,,
Green,A102,State Senate,9,Karen M. PENNINGTON,DEM,20,10,4,,6,,,
Green,A102,State Senate,9,Under Votes,,5,4,0,,1,,,
Green,A102,State Senate,9,Over Votes,,0,0,0,,0,,,
Green,A102,State House,24,Ryan BIVENS,REP,155,83,14,,58,,,
Green,A102,State House,24,Johnny PENNINGTON,DEM,37,21,7,,9,,,
Green,A102,State House,24,Under Votes,,10,5,2,,3,,,
Green,A102,State House,24,Over Votes,,0,0,0,,0,,,
Green,A103,President,,Donald J. TRUMP,REP,670,401,40,,229,,,
Green,A103,President,,Kamala D. HARRIS,DEM,131,67,17,,47,,,
Green,A103,President,,Jill STEIN,KY,3,3,0,,0,,,
Green,A103,President,,Robert F. KENNEDY JR.,IND,2,2,0,,0,,,
Green,A103,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Green,A103,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Green,A103,President,,Under Votes,,9,7,0,,2,,,
Green,A103,President,,Over Votes,,4,3,0,,1,,,
Green,A103,U.S. House,2,S. Brett GUTHRIE,REP,672,403,40,,229,,,
Green,A103,U.S. House,2,Hank LINDERMAN,DEM,119,65,13,,41,,,
Green,A103,U.S. House,2,Under Votes,,28,15,4,,9,,,
Green,A103,U.S. House,2,Over Votes,,0,0,0,,0,,,
Green,A103,State Senate,9,David P. GIVENS,REP,707,423,42,,242,,,
Green,A103,State Senate,9,Karen M. PENNINGTON,DEM,92,51,12,,29,,,
Green,A103,State Senate,9,Under Votes,,20,9,3,,8,,,
Green,A103,State Senate,9,Over Votes,,0,0,0,,0,,,
Green,A103,State House,24,Ryan BIVENS,REP,665,399,38,,228,,,
Green,A103,State House,24,Johnny PENNINGTON,DEM,117,63,15,,39,,,
Green,A103,State House,24,Under Votes,,37,21,4,,12,,,
Green,A103,State House,24,Over Votes,,0,0,0,,0,,,
Green,A104,President,,Donald J. TRUMP,REP,303,176,26,,101,,,
Green,A104,President,,Kamala D. HARRIS,DEM,59,28,8,,23,,,
Green,A104,President,,Jill STEIN,KY,1,1,0,,0,,,
Green,A104,President,,Robert F. KENNEDY JR.,IND,3,3,0,,0,,,
Green,A104,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Green,A104,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Green,A104,President,,Under Votes,,2,1,1,,0,,,
Green,A104,President,,Over Votes,,0,0,0,,0,,,
Green,A104,U.S. House,2,S. Brett GUTHRIE,REP,312,176,27,,109,,,
Green,A104,U.S. House,2,Hank LINDERMAN,DEM,48,27,8,,13,,,
Green,A104,U.S. House,2,Under Votes,,8,6,0,,2,,,
Green,A104,U.S. House,2,Over Votes,,0,0,0,,0,,,
Green,A104,State Senate,9,David P. GIVENS,REP,327,187,27,,113,,,
Green,A104,State Senate,9,Karen M. PENNINGTON,DEM,37,19,8,,10,,,
Green,A104,State Senate,9,Under Votes,,4,3,0,,1,,,
Green,A104,State Senate,9,Over Votes,,0,0,0,,0,,,
Green,A104,State House,24,Ryan BIVENS,REP,304,171,27,,106,,,
Green,A104,State House,24,Johnny PENNINGTON,DEM,53,31,7,,15,,,
Green,A104,State House,24,Under Votes,,11,7,1,,3,,,
Green,A104,State House,24,Over Votes,,0,0,0,,0,,,
Green,B101,President,,Donald J. TRUMP,REP,584,391,40,,153,,,
Green,B101,President,,Kamala D. HARRIS,DEM,63,36,8,,19,,,
Green,B101,President,,Jill STEIN,KY,1,1,0,,0,,,
Green,B101,President,,Robert F. KENNEDY JR.,IND,6,4,1,,1,,,
Green,B101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Green,B101,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Green,B101,President,,Under Votes,,6,4,0,,2,,,
Green,B101,President,,Over Votes,,1,0,0,,1,,,
Green,B101,U.S. House,2,S. Brett GUTHRIE,REP,582,384,41,,157,,,
Green,B101,U.S. House,2,Hank LINDERMAN,DEM,60,36,8,,16,,,
Green,B101,U.S. House,2,Under Votes,,20,17,0,,3,,,
Green,B101,U.S. House,2,Over Votes,,0,0,0,,0,,,
Green,B101,State Senate,9,David P. GIVENS,REP,595,396,42,,157,,,
Green,B101,State Senate,9,Karen M. PENNINGTON,DEM,57,34,7,,16,,,
Green,B101,State Senate,9,Under Votes,,10,7,0,,3,,,
Green,B101,State Senate,9,Over Votes,,0,0,0,,0,,,
Green,B101,State House,24,Ryan BIVENS,REP,576,381,39,,156,,,
Green,B101,State House,24,Johnny PENNINGTON,DEM,66,42,9,,15,,,
Green,B101,State House,24,Under Votes,,20,14,1,,5,,,
Green,B101,State House,24,Over Votes,,0,0,0,,0,,,
Green,B102,President,,Donald J. TRUMP,REP,641,473,36,,132,,,
Green,B102,President,,Kamala D. HARRIS,DEM,89,56,11,,22,,,
Green,B102,President,,Jill STEIN,KY,1,1,0,,0,,,
Green,B102,President,,Robert F. KENNEDY JR.,IND,3,2,1,,0,,,
Green,B102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Green,B102,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Green,B102,President,,Under Votes,,1,1,0,,0,,,
Green,B102,President,,Over Votes,,0,0,0,,0,,,
Green,B102,U.S. House,2,S. Brett GUTHRIE,REP,644,476,35,,133,,,
Green,B102,U.S. House,2,Hank LINDERMAN,DEM,80,51,12,,17,,,
Green,B102,U.S. House,2,Under Votes,,11,6,1,,4,,,
Green,B102,U.S. House,2,Over Votes,,0,0,0,,0,,,
Green,B102,State Senate,9,David P. GIVENS,REP,656,479,39,,138,,,
Green,B102,State Senate,9,Karen M. PENNINGTON,DEM,75,51,9,,15,,,
Green,B102,State Senate,9,Under Votes,,4,3,0,,1,,,
Green,B102,State Senate,9,Over Votes,,0,0,0,,0,,,
Green,B102,State House,24,Ryan BIVENS,REP,635,468,36,,131,,,
Green,B102,State House,24,Johnny PENNINGTON,DEM,85,55,12,,18,,,
Green,B102,State House,24,Under Votes,,15,10,0,,5,,,
Green,B102,State House,24,Over Votes,,0,0,0,,0,,,
Green,C101,President,,Donald J. TRUMP,REP,512,343,30,,139,,,
Green,C101,President,,Kamala D. HARRIS,DEM,73,38,16,,19,,,
Green,C101,President,,Jill STEIN,KY,0,0,0,,0,,,
Green,C101,President,,Robert F. KENNEDY JR.,IND,2,2,0,,0,,,
Green,C101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Green,C101,President,,Chase OLIVER,LIB,3,3,0,,0,,,
Green,C101,President,,Under Votes,,1,1,0,,0,,,
Green,C101,President,,Over Votes,,0,0,0,,0,,,
Green,C101,U.S. House,2,S. Brett GUTHRIE,REP,512,342,31,,139,,,
Green,C101,U.S. House,2,Hank LINDERMAN,DEM,67,36,14,,17,,,
Green,C101,U.S. House,2,Under Votes,,12,9,1,,2,,,
Green,C101,U.S. House,2,Over Votes,,0,0,0,,0,,,
Green,C101,State Senate,9,David P. GIVENS,REP,517,346,33,,138,,,
Green,C101,State Senate,9,Karen M. PENNINGTON,DEM,60,34,12,,14,,,
Green,C101,State Senate,9,Under Votes,,14,7,1,,6,,,
Green,C101,State Senate,9,Over Votes,,0,0,0,,0,,,
Green,C101,State House,24,Ryan BIVENS,REP,500,335,28,,137,,,
Green,C101,State House,24,Johnny PENNINGTON,DEM,67,36,15,,16,,,
Green,C101,State House,24,Under Votes,,24,16,3,,5,,,
Green,C101,State House,24,Over Votes,,0,0,0,,0,,,
Green,C102,President,,Donald J. TRUMP,REP,515,376,23,,116,,,
Green,C102,President,,Kamala D. HARRIS,DEM,57,33,6,,18,,,
Green,C102,President,,Jill STEIN,KY,1,1,0,,0,,,
Green,C102,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Green,C102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Green,C102,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Green,C102,President,,Under Votes,,4,3,0,,1,,,
Green,C102,President,,Over Votes,,0,0,0,,0,,,
Green,C102,U.S. House,2,S. Brett GUTHRIE,REP,507,366,23,,118,,,
Green,C102,U.S. House,2,Hank LINDERMAN,DEM,49,28,6,,15,,,
Green,C102,U.S. House,2,Under Votes,,22,20,0,,2,,,
Green,C102,U.S. House,2,Over Votes,,0,0,0,,0,,,
Green,C102,State Senate,9,David P. GIVENS,REP,529,379,25,,125,,,
Green,C102,State Senate,9,Karen M. PENNINGTON,DEM,34,21,3,,10,,,
Green,C102,State Senate,9,Under Votes,,15,14,1,,0,,,
Green,C102,State Senate,9,Over Votes,,0,0,0,,0,,,
Green,C102,State House,24,Ryan BIVENS,REP,502,361,24,,117,,,
Green,C102,State House,24,Johnny PENNINGTON,DEM,50,30,5,,15,,,
Green,C102,State House,24,Under Votes,,26,23,0,,3,,,
Green,C102,State House,24,Over Votes,,0,0,0,,0,,,
Green,D101,President,,Donald J. TRUMP,REP,474,337,32,,105,,,
Green,D101,President,,Kamala D. HARRIS,DEM,40,21,9,,10,,,
Green,D101,President,,Jill STEIN,KY,0,0,0,,0,,,
Green,D101,President,,Robert F. KENNEDY JR.,IND,0,0,0,,0,,,
Green,D101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Green,D101,President,,Chase OLIVER,LIB,1,0,0,,1,,,
Green,D101,President,,Under Votes,,1,1,0,,0,,,
Green,D101,President,,Over Votes,,0,0,0,,0,,,
Green,D101,U.S. House,2,S. Brett GUTHRIE,REP,466,329,32,,105,,,
Green,D101,U.S. House,2,Hank LINDERMAN,DEM,36,19,8,,9,,,
Green,D101,U.S. House,2,Under Votes,,14,11,1,,2,,,
Green,D101,U.S. House,2,Over Votes,,0,0,0,,0,,,
Green,D101,State Senate,9,David P. GIVENS,REP,475,333,31,,111,,,
Green,D101,State Senate,9,Karen M. PENNINGTON,DEM,33,20,9,,4,,,
Green,D101,State Senate,9,Under Votes,,8,6,1,,1,,,
Green,D101,State Senate,9,Over Votes,,0,0,0,,0,,,
Green,D101,State House,24,Ryan BIVENS,REP,459,323,32,,104,,,
Green,D101,State House,24,Johnny PENNINGTON,DEM,40,23,8,,9,,,
Green,D101,State House,24,Under Votes,,17,13,1,,3,,,
Green,D101,State House,24,Over Votes,,0,0,0,,0,,,
Green,D102,President,,Donald J. TRUMP,REP,583,432,27,,124,,,
Green,D102,President,,Kamala D. HARRIS,DEM,64,41,11,,12,,,
Green,D102,President,,Jill STEIN,KY,3,1,1,,1,,,
Green,D102,President,,Robert F. KENNEDY JR.,IND,1,0,1,,0,,,
Green,D102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Green,D102,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Green,D102,President,,Under Votes,,3,2,1,,0,,,
Green,D102,President,,Over Votes,,1,1,0,,0,,,
Green,D102,U.S. House,2,S. Brett GUTHRIE,REP,584,426,31,,127,,,
Green,D102,U.S. House,2,Hank LINDERMAN,DEM,55,38,9,,8,,,
Green,D102,U.S. House,2,Under Votes,,17,14,1,,2,,,
Green,D102,U.S. House,2,Over Votes,,0,0,0,,0,,,
Green,D102,State Senate,9,David P. GIVENS,REP,604,442,33,,129,,,
Green,D102,State Senate,9,Karen M. PENNINGTON,DEM,45,30,7,,8,,,
Green,D102,State Senate,9,Under Votes,,7,6,1,,0,,,
Green,D102,State Senate,9,Over Votes,,0,0,0,,0,,,
Green,D102,State House,24,Ryan BIVENS,REP,579,421,29,,129,,,
Green,D102,State House,24,Johnny PENNINGTON,DEM,54,38,9,,7,,,
Green,D102,State House,24,Under Votes,,23,19,3,,1,,,
Green,D102,State House,24,Over Votes,,0,0,0,,0,,,
Franklin,A101,President,,Donald J. TRUMP,REP,452,265,15,,172,,,
Franklin,A101,President,,Kamala D. HARRIS,DEM,243,111,25,,107,,,
Franklin,A101,President,,Jill STEIN,KY,6,6,0,,0,,,
Franklin,A101,President,,Robert F. KENNEDY JR.,IND,6,3,0,,3,,,
Franklin,A101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Franklin,A101,President,,Chase OLIVER,LIB,3,2,0,,1,,,
Franklin,A101,President,,Write-ins,,0,0,0,,0,,,
Franklin,A101,President,,Under Votes,,5,3,1,,1,,,
Franklin,A101,President,,Over Votes,,0,0,0,,0,,,
Franklin,A101,U.S. House,1,James R. COMER,REP,456,264,16,,176,,,
Franklin,A101,U.S. House,1,Erin MARSHALL,DEM,245,118,24,,103,,,
Franklin,A101,U.S. House,1,Under Votes,,14,8,1,,5,,,
Franklin,A101,U.S. House,1,Over Votes,,0,0,0,,0,,,
Franklin,A101,State House,57,Kyle T. THOMPSON,REP,394,228,15,,151,,,
Franklin,A101,State House,57,Erika Marie HANCOCK,DEM,304,153,25,,126,,,
Franklin,A101,State House,57,Under Votes,,17,9,1,,7,,,
Franklin,A101,State House,57,Over Votes,,0,0,0,,0,,,
Franklin,A102,President,,Donald J. TRUMP,REP,1373,788,54,,531,,,
Franklin,A102,President,,Kamala D. HARRIS,DEM,1135,473,114,,548,,,
Franklin,A102,President,,Jill STEIN,KY,15,13,1,,1,,,
Franklin,A102,President,,Robert F. KENNEDY JR.,IND,41,35,0,,6,,,
Franklin,A102,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Franklin,A102,President,,Chase OLIVER,LIB,6,4,1,,1,,,
Franklin,A102,President,,Write-ins,,2,1,0,,1,,,
Franklin,A102,President,,Under Votes,,35,21,0,,14,,,
Franklin,A102,President,,Over Votes,,2,2,0,,0,,,
Franklin,A102,U.S. House,1,James R. COMER,REP,1462,824,53,,585,,,
Franklin,A102,U.S. House,1,Erin MARSHALL,DEM,1093,481,113,,499,,,
Franklin,A102,U.S. House,1,Under Votes,,54,33,3,,18,,,
Franklin,A102,U.S. House,1,Over Votes,,0,0,0,,0,,,
Franklin,A102,State House,57,Kyle T. THOMPSON,REP,1212,686,43,,483,,,
Franklin,A102,State House,57,Erika Marie HANCOCK,DEM,1327,617,120,,590,,,
Franklin,A102,State House,57,Under Votes,,70,35,6,,29,,,
Franklin,A102,State House,57,Over Votes,,0,0,0,,0,,,
